"ID","Win_Prob","Rating","Rating_time","Index","tables_normed$normed_rating"
"pat_03174_1634",0.5,0,6,2,0
"pat_03174_1634",0.5,0,22,3,0
"pat_03174_1634",0.5,0,48,4,0
"pat_03174_1634",0.75,0,0,1,0
"pat_03174_1634",0.75,0,6,2,0
"pat_03174_1634",0.75,110,22,3,1
"pat_03174_1634",0.75,106,48,4,0.963636363636364
"pat_03174_1634",0.75,0,0,1,0
"pat_03174_1634",0.75,36,6,2,0.327272727272727
"pat_03174_1634",0.75,33,22,3,0.3
"pat_03174_1634",0.75,78,48,4,0.709090909090909
"pat_03174_1634",0.5,0,0,1,0
"pat_03174_1634",0.5,0,6,2,0
"pat_03174_1634",0.5,68,22,3,0.618181818181818
"pat_03174_1634",0.5,46,48,4,0.418181818181818
"pat_03174_1634",0.25,0,0,1,0
"pat_03174_1634",0.25,-54,6,2,-0.490909090909091
"pat_03174_1634",0.25,-50,22,3,-0.454545454545455
"pat_03174_1634",0.25,-32,48,4,-0.290909090909091
